actor1,actor2,weight
"Benno Fürmann","Diane Kruger",1
"Benno Fürmann","Guillaume Canet",1
"Benno Fürmann","Natalie Dessay",1
"Diane Kruger","Guillaume Canet",1
"Diane Kruger","Natalie Dessay",1
"Guillaume Canet","Natalie Dessay",1
"Alexandra Maria Lara","Craig Parkinson",1
"Alexandra Maria Lara","Sam Riley",1
"Alexandra Maria Lara","Samantha Morton",1
"Craig Parkinson","Sam Riley",1
"Craig Parkinson","Samantha Morton",1
"Sam Riley","Samantha Morton",1
"Byron Howard","Donna Murphy",1
"Byron Howard","Mandy Moore",1
"Byron Howard","Zachary Levi",1
"Donna Murphy","Mandy Moore",1
"Donna Murphy","Zachary Levi",1
"Mandy Moore","Zachary Levi",1
"Carice van Houten","Halina Reijn",1
"Carice van Houten","Sebastian Koch",1
"Carice van Houten","Thom Hoffman",1
"Halina Reijn","Sebastian Koch",1
"Halina Reijn","Thom Hoffman",1
"Sebastian Koch","Thom Hoffman",1
"Heath Ledger","Jake Gyllenhaal",1
"Heath Ledger","Michelle Williams",1
"Heath Ledger","Randy Quaid",1
"Jake Gyllenhaal","Michelle Williams",1
"Jake Gyllenhaal","Randy Quaid",1
"Michelle Williams","Randy Quaid",1
"Ben Foster","Christian Bale",1
"Ben Foster","Logan Lerman",1
"Ben Foster","Russell Crowe",1
"Christian Bale","Logan Lerman",1
"Christian Bale","Russell Crowe",1
"Logan Lerman","Russell Crowe",1
"Don Cheadle","Karina Arroyave",1
"Don Cheadle","Sandra Bullock",1
"Don Cheadle","Thandie Newton",1
"Karina Arroyave","Sandra Bullock",1
"Karina Arroyave","Thandie Newton",1
"Sandra Bullock","Thandie Newton",1
"Qiu Yuen","Siu-Lung Leung",1
"Qiu Yuen","Stephen Chow",1
"Qiu Yuen","Wah Yuen",1
"Siu-Lung Leung","Stephen Chow",1
"Siu-Lung Leung","Wah Yuen",1
"Stephen Chow","Wah Yuen",1
"Brian Cox","Franka Potente",1
"Brian Cox","Joan Allen",1
"Brian Cox","Matt Damon",1
"Franka Potente","Joan Allen",1
"Aitana Sánchez-Gijón","Christian Bale",1
"Aitana Sánchez-Gijón","Jennifer Jason Leigh",1
"Aitana Sánchez-Gijón","John Sharian",1
"Christian Bale","Jennifer Jason Leigh",1
"Christian Bale","John Sharian",1
"Jennifer Jason Leigh","John Sharian",1
"Clifton Powell","Jamie Foxx",1
"Clifton Powell","Kerry Washington",1
"Clifton Powell","Regina King",1
"Jamie Foxx","Regina King",1
"Kerry Washington","Regina King",1
"Anna Faris","Bill Murray",1
"Anna Faris","Giovanni Ribisi",1
"Anna Faris","Scarlett Johansson",1
"Bill Murray","Giovanni Ribisi",1
"Bill Murray","Scarlett Johansson",1
"Giovanni Ribisi","Scarlett Johansson",1
"Daniel Radcliffe","Eric Sykes",1
"Emma Watson","Eric Sykes",1
"Eric Sykes","Rupert Grint",1
"Christopher Walken","Dakota Fanning",1
"Christopher Walken","Denzel Washington",1
"Christopher Walken","Radha Mitchell",1
"Dakota Fanning","Denzel Washington",1
"Dakota Fanning","Radha Mitchell",1
"Denzel Washington","Radha Mitchell",1
"Dakota Fanning","Jennifer Saunders",1
"Dakota Fanning","John Hodgman",1
"Dakota Fanning","Teri Hatcher",1
"Jennifer Saunders","John Hodgman",1
"Jennifer Saunders","Teri Hatcher",1
"John Hodgman","Teri Hatcher",1
"Billy Connolly","Ken Watanabe",1
"Billy Connolly","Tom Cruise",1
"Billy Connolly","William Atherton",1
"Ken Watanabe","Tom Cruise",1
"Ken Watanabe","William Atherton",1
"Tom Cruise","William Atherton",1
"Anne-Marie Duff","Dorothy Duffy",1
"Anne-Marie Duff","Eileen Walsh",1
"Anne-Marie Duff","Nora-Jane Noone",1
"Dorothy Duffy","Eileen Walsh",1
"Dorothy Duffy","Nora-Jane Noone",1
"Eileen Walsh","Nora-Jane Noone",1
"Chulpan Khamatova","Daniel Brühl",1
"Chulpan Khamatova","Florian Lukas",1
"Chulpan Khamatova","Katrin Saß",1
"Daniel Brühl","Florian Lukas",1
"Daniel Brühl","Katrin Saß",1
"Florian Lukas","Katrin Saß",1
"Djimon Hounsou","Paddy Considine",1
"Djimon Hounsou","Samantha Morton",1
"Djimon Hounsou","Sarah Bolger",1
"Paddy Considine","Samantha Morton",1
"Paddy Considine","Sarah Bolger",1
"Samantha Morton","Sarah Bolger",1
"Dakota Fanning","Dianne Wiest",1
"Dakota Fanning","Michelle Pfeiffer",1
"Dakota Fanning","Sean Penn",1
"Dianne Wiest","Michelle Pfeiffer",1
"Dianne Wiest","Sean Penn",1
"Michelle Pfeiffer","Sean Penn",1
"Chris Cooper","Meryl Streep",1
"Chris Cooper","Nicolas Cage",1
"Chris Cooper","Tilda Swinton",1
"Meryl Streep","Nicolas Cage",1
"Meryl Streep","Tilda Swinton",1
"Nicolas Cage","Tilda Swinton",1
"Eric Bana","Ewan McGregor",1
"Eric Bana","Josh Hartnett",1
"Eric Bana","Tom Sizemore",1
"Ewan McGregor","Josh Hartnett",1
"Ewan McGregor","Tom Sizemore",1
"Josh Hartnett","Tom Sizemore",1
"Liam Aiken","Rob Maxey",1
"Liam Aiken","Tom Hanks",1
"Liam Aiken","Tyler Hoechlin",1
"Rob Maxey","Tom Hanks",1
"Rob Maxey","Tyler Hoechlin",1
"Tom Hanks","Tyler Hoechlin",1
"Christian Berkel","Moritz Bleibtreu",1
"Christian Berkel","Oliver Stokowski",1
"Christian Berkel","Wotan Wilke Möhring",1
"Moritz Bleibtreu","Oliver Stokowski",1
"Moritz Bleibtreu","Wotan Wilke Möhring",1
"Oliver Stokowski","Wotan Wilke Möhring",1
"Jamie Bell","Jamie Draven",1
"Jamie Bell","Jean Heywood",1
"Jamie Bell","Julie Walters",1
"Jamie Draven","Jean Heywood",1
"Jamie Draven","Julie Walters",1
"Jean Heywood","Julie Walters",1
"John Cameron Mitchell","Miriam Shor",1
"John Cameron Mitchell","Stephen Trask",1
"John Cameron Mitchell","Theodore Liscinski",1
"Miriam Shor","Stephen Trask",1
"Miriam Shor","Theodore Liscinski",1
"Stephen Trask","Theodore Liscinski",1
"Brad Pitt","George Clooney",1
"Brad Pitt","Julia Roberts",1
"Brad Pitt","Matt Damon",1
"George Clooney","Julia Roberts",1
"George Clooney","Matt Damon",1
"Julia Roberts","Matt Damon",1
"Andrew Philpot","John Rafter Lee",1
"Andrew Philpot","Pamela Adlon",1
"Andrew Philpot","Wendee Lee",1
"John Rafter Lee","Pamela Adlon",1
"John Rafter Lee","Wendee Lee",1
"Pamela Adlon","Wendee Lee",1
"Ethan Coen","George Clooney",1
"Ethan Coen","John Turturro",3
"Ethan Coen","Tim Blake Nelson",1
"George Clooney","John Turturro",1
"George Clooney","Tim Blake Nelson",1
"John Turturro","Tim Blake Nelson",1
"Gary Oldman","James Marsden",1
"Gary Oldman","Kurt Russell",1
"Gary Oldman","Matthew Edison",1
"James Marsden","Kurt Russell",1
"James Marsden","Matthew Edison",1
"Kurt Russell","Matthew Edison",1
"Isaac Hayes","Mary Kay Bergman",1
"Isaac Hayes","Matt Stone",1
"Isaac Hayes","Trey Parker",1
"Mary Kay Bergman","Matt Stone",1
"Mary Kay Bergman","Trey Parker",1
"Matt Stone","Trey Parker",1
"Ajay Naidu","David Herman",1
"Ajay Naidu","Jennifer Aniston",1
"Ajay Naidu","Ron Livingston",1
"David Herman","Jennifer Aniston",1
"David Herman","Ron Livingston",1
"Jennifer Aniston","Ron Livingston",1
"Dylan Baker","Jane Adams",1
"Dylan Baker","Jon Lovitz",1
"Dylan Baker","Philip Seymour Hoffman",1
"Jane Adams","Jon Lovitz",1
"Jane Adams","Philip Seymour Hoffman",1
"Jon Lovitz","Philip Seymour Hoffman",1
"Denzel Washington","Ethan Hawke",1
"Denzel Washington","Scott Glenn",1
"Denzel Washington","Tom Berenger",1
"Ethan Hawke","Scott Glenn",1
"Ethan Hawke","Tom Berenger",1
"Scott Glenn","Tom Berenger",1
"Bill Murray","Olivia Williams",1
"Bill Murray","Seymour Cassel",1
"Jason Schwartzman","Olivia Williams",1
"Jason Schwartzman","Seymour Cassel",1
"Olivia Williams","Seymour Cassel",1
"Chete Lera","Eduardo Noriega",1
"Chete Lera","Fele Martínez",1
"Chete Lera","Penélope Cruz",1
"Eduardo Noriega","Fele Martínez",1
"Eduardo Noriega","Penélope Cruz",1
"Fele Martínez","Penélope Cruz",1
"Cameron Diaz","Catherine Keener",1
"Cameron Diaz","John Cusack",1
"Cameron Diaz","John Malkovich",1
"Catherine Keener","John Cusack",1
"Catherine Keener","John Malkovich",1
"John Cusack","John Malkovich",1
"Cuba Gooding Jr.","Greg Kinnear",1
"Cuba Gooding Jr.","Helen Hunt",1
"Cuba Gooding Jr.","Jack Nicholson",1
"Greg Kinnear","Helen Hunt",1
"Greg Kinnear","Jack Nicholson",1
"Helen Hunt","Jack Nicholson",1
"Bruce Willis","Gary Oldman",1
"Bruce Willis","Ian Holm",1
"Bruce Willis","Milla Jovovich",1
"Gary Oldman","Ian Holm",1
"Gary Oldman","Milla Jovovich",1
"Ian Holm","Milla Jovovich",1
"Daniel Prévost","Francis Huster",1
"Daniel Prévost","Jacques Villeret",1
"Daniel Prévost","Thierry Lhermitte",1
"Francis Huster","Jacques Villeret",1
"Francis Huster","Thierry Lhermitte",1
"Jacques Villeret","Thierry Lhermitte",1
"Al Pacino","Bruno Kirby",1
"Al Pacino","Johnny Depp",1
"Al Pacino","Michael Madsen",1
"Bruno Kirby","Johnny Depp",1
"Bruno Kirby","Michael Madsen",1
"Johnny Depp","Michael Madsen",1
"Armin Mueller-Stahl","Geoffrey Rush",1
"Armin Mueller-Stahl","Justin Braine",1
"Armin Mueller-Stahl","Sonia Todd",1
"Geoffrey Rush","Justin Braine",1
"Geoffrey Rush","Sonia Todd",1
"Justin Braine","Sonia Todd",1
"Edward Norton","John Mahoney",1
"Edward Norton","Laura Linney",1
"Edward Norton","Richard Gere",1
"John Mahoney","Laura Linney",1
"John Mahoney","Richard Gere",1
"Laura Linney","Richard Gere",1
"Derek Jacobi","Julie Christie",1
"Derek Jacobi","Kate Winslet",1
"Derek Jacobi","Kenneth Branagh",1
"Julie Christie","Kate Winslet",2
"Julie Christie","Kenneth Branagh",1
"Kate Winslet","Kenneth Branagh",1
"Eleanor Bron","Liam Cunningham",1
"Eleanor Bron","Liesel Matthews",1
"Eleanor Bron","Rusty Schwimmer",1
"Liam Cunningham","Liesel Matthews",1
"Liam Cunningham","Rusty Schwimmer",1
"Liesel Matthews","Rusty Schwimmer",1
"Charlie Yeung","Leon Lai",1
"Charlie Yeung","Michelle Reis",1
"Charlie Yeung","Takeshi Kaneshiro",1
"Leon Lai","Michelle Reis",1
"Leon Lai","Takeshi Kaneshiro",1
"Michelle Reis","Takeshi Kaneshiro",1
"Maria Grazia Cucinotta","Massimo Troisi",1
"Maria Grazia Cucinotta","Philippe Noiret",1
"Massimo Troisi","Philippe Noiret",1
"Brian O'Halloran","Jeff Anderson",1
"Brian O'Halloran","Lisa Spoonauer",1
"Brian O'Halloran","Marilyn Ghigliotti",1
"Jeff Anderson","Lisa Spoonauer",1
"Jeff Anderson","Marilyn Ghigliotti",1
"Lisa Spoonauer","Marilyn Ghigliotti",1
"Andie MacDowell","Bruce Davison",1
"Andie MacDowell","Julianne Moore",1
"Andie MacDowell","Tim Robbins",1
"Bruce Davison","Julianne Moore",1
"Bruce Davison","Tim Robbins",1
"Julianne Moore","Tim Robbins",1
"Buzz Kilman","Denzel Washington",1
"Buzz Kilman","Roberta Maxwell",1
"Buzz Kilman","Tom Hanks",1
"Denzel Washington","Roberta Maxwell",1
"Denzel Washington","Tom Hanks",1
"Roberta Maxwell","Tom Hanks",1
"Dave Goelz","Kermit the Frog",1
"Dave Goelz","Michael Caine",1
"Dave Goelz","Miss Piggy",1
"Kermit the Frog","Michael Caine",1
"Kermit the Frog","Miss Piggy",1
"Michael Caine","Miss Piggy",1
"Angela Bassett","Delroy Lindo",1
"Angela Bassett","Denzel Washington",1
"Angela Bassett","Spike Lee",1
"Delroy Lindo","Denzel Washington",1
"Delroy Lindo","Spike Lee",1
"Denzel Washington","Spike Lee",1
"Daniel Day-Lewis","Eric Schweig",1
"Daniel Day-Lewis","Madeleine Stowe",1
"Daniel Day-Lewis","Russell Means",1
"Eric Schweig","Madeleine Stowe",1
"Eric Schweig","Russell Means",1
"Madeleine Stowe","Russell Means",1
"Bunshi Katsura Vi","Shûichirô Moriyama",1
"Bunshi Katsura Vi","Tokiko Katô",1
"Bunshi Katsura Vi","Tsunehiko Kamijô",1
"Shûichirô Moriyama","Tokiko Katô",1
"Shûichirô Moriyama","Tsunehiko Kamijô",1
"Tokiko Katô","Tsunehiko Kamijô",1
"Al Pacino","Alan Arkin",1
"Al Pacino","Alec Baldwin",1
"Al Pacino","Jack Lemmon",1
"Alan Arkin","Alec Baldwin",1
"Alan Arkin","Jack Lemmon",1
"Alec Baldwin","Jack Lemmon",1
"Demi Moore","Jack Nicholson",1
"Demi Moore","Kevin Bacon",1
"Demi Moore","Tom Cruise",1
"Jack Nicholson","Kevin Bacon",1
"Jack Nicholson","Tom Cruise",1
"Kevin Bacon","Tom Cruise",1
"Jessica Tandy","Kathy Bates",1
"Jessica Tandy","Mary Stuart Masterson",1
"Jessica Tandy","Mary-Louise Parker",1
"Kathy Bates","Mary Stuart Masterson",1
"Kathy Bates","Mary-Louise Parker",1
"Mary Stuart Masterson","Mary-Louise Parker",1
"Ethan Coen","Judy Davis",1
"John Goodman","John Turturro",1
"John Goodman","Judy Davis",1
"John Turturro","Judy Davis",1
"Albert Finney","Ethan Coen",1
"Albert Finney","Gabriel Byrne",1
"Albert Finney","John Turturro",1
"Ethan Coen","Gabriel Byrne",1
"Gabriel Byrne","John Turturro",1
"Bob Hoskins","Charles Fleischer",1
"Bob Hoskins","Christopher Lloyd",1
"Bob Hoskins","Joanna Cassidy",1
"Charles Fleischer","Christopher Lloyd",1
"Charles Fleischer","Joanna Cassidy",1
"Christopher Lloyd","Joanna Cassidy",1
"Bernard-Pierre Donnadieu","Gene Bervoets",1
"Bernard-Pierre Donnadieu","Gwen Eckhaus",1
"Bernard-Pierre Donnadieu","Johanna ter Steege",1
"Gene Bervoets","Gwen Eckhaus",1
"Gene Bervoets","Johanna ter Steege",1
"Gwen Eckhaus","Johanna ter Steege",1
"Paul McGann","Ralph Brown",1
"Paul McGann","Richard E. Grant",1
"Paul McGann","Richard Griffiths",1
"Ralph Brown","Richard E. Grant",1
"Ralph Brown","Richard Griffiths",1
"Richard E. Grant","Richard Griffiths",1
"Joan Chen","John Lone",1
"Joan Chen","Peter O'Toole",1
"Joan Chen","Ruocheng Ying",1
"John Lone","Peter O'Toole",1
"John Lone","Ruocheng Ying",1
"Peter O'Toole","Ruocheng Ying",1
"Christian Bale","John Malkovich",1
"Christian Bale","Miranda Richardson",1
"Christian Bale","Nigel Havers",1
"John Malkovich","Miranda Richardson",1
"John Malkovich","Nigel Havers",1
"Miranda Richardson","Nigel Havers",1
"Christian Slater","Elya Baskin",1
"Christian Slater","Helmut Qualtinger",1
"Christian Slater","Sean Connery",1
"Elya Baskin","Helmut Qualtinger",1
"Elya Baskin","Sean Connery",1
"Helmut Qualtinger","Sean Connery",1
"Dennis Hopper","Isabella Rossellini",1
"Dennis Hopper","Kyle MacLachlan",1
"Dennis Hopper","Laura Dern",1
"Isabella Rossellini","Kyle MacLachlan",1
"Isabella Rossellini","Laura Dern",1
"Kyle MacLachlan","Laura Dern",1
"Danny Aiello","Irving Metzman",1
"Danny Aiello","Jeff Daniels",1
"Danny Aiello","Mia Farrow",1
"Irving Metzman","Jeff Daniels",1
"Irving Metzman","Mia Farrow",1
"Jeff Daniels","Mia Farrow",1
"Griffin Dunne","Rosanna Arquette",1
"Griffin Dunne","Tommy Chong",1
"Griffin Dunne","Verna Bloom",1
"Rosanna Arquette","Tommy Chong",1
"Rosanna Arquette","Verna Bloom",1
"Tommy Chong","Verna Bloom",1
"John Buckwalter","Mia Farrow",1
"John Buckwalter","Patrick Horgan",1
"John Buckwalter","Woody Allen",1
"Mia Farrow","Patrick Horgan",1
"Mia Farrow","Woody Allen",1
"Patrick Horgan","Woody Allen",1
"Charlotte Rampling","Jack Warden",1
"Charlotte Rampling","James Mason",1
"Charlotte Rampling","Paul Newman",1
"Jack Warden","James Mason",1
"Jack Warden","Paul Newman",1
"James Mason","Paul Newman",1
"DeForest Kelley","James Doohan",1
"DeForest Kelley","Leonard Nimoy",1
"DeForest Kelley","William Shatner",1
"James Doohan","Leonard Nimoy",1
"James Doohan","William Shatner",1
"Leonard Nimoy","William Shatner",1
"Bill McKinney","Brian Dennehy",1
"Bill McKinney","Richard Crenna",1
"Bill McKinney","Sylvester Stallone",1
"Brian Dennehy","Richard Crenna",1
"Brian Dennehy","Sylvester Stallone",1
"Richard Crenna","Sylvester Stallone",1
"Donald Sutherland","Judd Hirsch",1
"Donald Sutherland","Mary Tyler Moore",1
"Donald Sutherland","Timothy Hutton",1
"Judd Hirsch","Mary Tyler Moore",1
"Judd Hirsch","Timothy Hutton",1
"Mary Tyler Moore","Timothy Hutton",1
"David Zucker","Jerry Zucker",1
"David Zucker","Julie Hagerty",1
"David Zucker","Robert Hays",1
"Jerry Zucker","Julie Hagerty",1
"Jerry Zucker","Robert Hays",1
"Julie Hagerty","Robert Hays",1
"Eiko Masuyama","Kiyoshi Kobayashi",1
"Eiko Masuyama","Makio Inoue",1
"Eiko Masuyama","Yasuo Yamada",1
"Kiyoshi Kobayashi","Makio Inoue",1
"Kiyoshi Kobayashi","Yasuo Yamada",1
"Makio Inoue","Yasuo Yamada",1
"Donald Pleasence","Jamie Lee Curtis",1
"Donald Pleasence","Nancy Kyes",1
"Donald Pleasence","Tony Moran",1
"Jamie Lee Curtis","Nancy Kyes",1
"Jamie Lee Curtis","Tony Moran",1
"Nancy Kyes","Tony Moran",1
"Isabelle Adjani","Jo Van Fleet",1
"Isabelle Adjani","Melvyn Douglas",1
"Isabelle Adjani","Roman Polanski",1
"Jo Van Fleet","Melvyn Douglas",1
"Jo Van Fleet","Roman Polanski",1
"Melvyn Douglas","Roman Polanski",1
"Diane Keaton","Frank Adu",1
"Diane Keaton","Georges Adet",1
"Frank Adu","Georges Adet",1
"Frank Adu","Woody Allen",1
"Georges Adet","Woody Allen",1
"Hector Elizondo","Martin Balsam",1
"Hector Elizondo","Robert Shaw",1
"Hector Elizondo","Walter Matthau",1
"Martin Balsam","Robert Shaw",1
"Martin Balsam","Walter Matthau",1
"Robert Shaw","Walter Matthau",1
"Cleavon Little","Gene Wilder",1
"Cleavon Little","Harvey Korman",1
"Cleavon Little","Slim Pickens",1
"Gene Wilder","Harvey Korman",1
"Gene Wilder","Slim Pickens",1
"Harvey Korman","Slim Pickens",1
"Al Pacino","Biff McGuire",1
"Al Pacino","Jack Kehoe",1
"Al Pacino","John Randolph",1
"Biff McGuire","Jack Kehoe",1
"Biff McGuire","John Randolph",1
"Jack Kehoe","John Randolph",1
"Ahna Capri","Bruce Lee",1
"Ahna Capri","Jim Kelly",1
"Ahna Capri","John Saxon",1
"Bruce Lee","Jim Kelly",1
"Bruce Lee","John Saxon",1
"Jim Kelly","John Saxon",1
"Burt Reynolds","Jon Voight",1
"Burt Reynolds","Ned Beatty",1
"Burt Reynolds","Ronny Cox",1
"Jon Voight","Ned Beatty",1
"Jon Voight","Ronny Cox",1
"Ned Beatty","Ronny Cox",1
"Fernando Rey","Gene Hackman",1
"Fernando Rey","Roy Scheider",1
"Fernando Rey","Tony Lo Bianco",1
"Gene Hackman","Roy Scheider",1
"Gene Hackman","Tony Lo Bianco",1
"Roy Scheider","Tony Lo Bianco",1
"Andrew Robinson","Clint Eastwood",1
"Andrew Robinson","Harry Guardino",1
"Andrew Robinson","Reni Santoni",1
"Clint Eastwood","Harry Guardino",1
"Clint Eastwood","Reni Santoni",1
"Harry Guardino","Reni Santoni",1
"Clint Eastwood","Mary Ure",1
"Clint Eastwood","Patrick Wymark",1
"Clint Eastwood","Richard Burton",1
"Mary Ure","Patrick Wymark",1
"Mary Ure","Richard Burton",1
"Patrick Wymark","Richard Burton",1
"Herb Edelman","Jack Lemmon",1
"Herb Edelman","John Fiedler",1
"Herb Edelman","Walter Matthau",1
"Jack Lemmon","John Fiedler",1
"John Fiedler","Walter Matthau",1
"Charles Bronson","Ernest Borgnine",1
"Charles Bronson","John Cassavetes",1
"Charles Bronson","Lee Marvin",1
"Ernest Borgnine","John Cassavetes",1
"Ernest Borgnine","Lee Marvin",1
"John Cassavetes","Lee Marvin",1
"Catherine Deneuve","Geneviève Page",1
"Catherine Deneuve","Jean Sorel",1
"Catherine Deneuve","Michel Piccoli",1
"Geneviève Page","Jean Sorel",1
"Geneviève Page","Michel Piccoli",1
"Jean Sorel","Michel Piccoli",1
"Leo McKern","Paul Scofield",1
"Leo McKern","Robert Shaw",1
"Leo McKern","Wendy Hiller",1
"Paul Scofield","Robert Shaw",1
"Paul Scofield","Wendy Hiller",1
"Robert Shaw","Wendy Hiller",1
"Catherine Deneuve","Ian Hendry",1
"Catherine Deneuve","John Fraser",1
"Catherine Deneuve","Yvonne Furneaux",1
"Ian Hendry","John Fraser",1
"Ian Hendry","Yvonne Furneaux",1
"John Fraser","Yvonne Furneaux",1
"Jack Hawkins","James Booth",1
"Jack Hawkins","Stanley Baker",1
"Jack Hawkins","Ulla Jacobsson",1
"James Booth","Stanley Baker",1
"James Booth","Ulla Jacobsson",1
"Stanley Baker","Ulla Jacobsson",1
"Gert Fröbe","Honor Blackman",1
"Gert Fröbe","Sean Connery",1
"Gert Fröbe","Shirley Eaton",1
"Honor Blackman","Sean Connery",1
"Honor Blackman","Shirley Eaton",1
"Sean Connery","Shirley Eaton",1
"Jessica Tandy","Rod Taylor",1
"Jessica Tandy","Suzanne Pleshette",1
"Jessica Tandy","Tippi Hedren",1
"Rod Taylor","Suzanne Pleshette",1
"Rod Taylor","Tippi Hedren",1
"Suzanne Pleshette","Tippi Hedren",1
"Gregory Peck","Lori Martin",1
"Gregory Peck","Polly Bergen",1
"Gregory Peck","Robert Mitchum",1
"Lori Martin","Polly Bergen",1
"Lori Martin","Robert Mitchum",1
"Polly Bergen","Robert Mitchum",1
"Anna Massey","Karlheinz Böhm",1
"Anna Massey","Maxine Audley",1
"Anna Massey","Moira Shearer",1
"Karlheinz Böhm","Maxine Audley",1
"Karlheinz Böhm","Moira Shearer",1
"Maxine Audley","Moira Shearer",1
"Charles Bronson","Eli Wallach",1
"Charles Bronson","Yul Brynner",1
"Eli Wallach","Steve McQueen",1
"Eli Wallach","Yul Brynner",1
"Steve McQueen","Yul Brynner",1
"Alexandre Rignault","Alida Valli",1
"Alexandre Rignault","Juliette Mayniel",1
"Alexandre Rignault","Pierre Brasseur",1
"Alida Valli","Juliette Mayniel",1
"Alida Valli","Pierre Brasseur",1
"Juliette Mayniel","Pierre Brasseur",1
"Dana Wynter","Kevin McCarthy",1
"Dana Wynter","King Donovan",1
"Dana Wynter","Larry Gates",1
"Kevin McCarthy","King Donovan",1
"Kevin McCarthy","Larry Gates",1
"King Donovan","Larry Gates",1
"James Dean","Jim Backus",1
"James Dean","Natalie Wood",1
"James Dean","Sal Mineo",1
"Jim Backus","Natalie Wood",1
"Jim Backus","Sal Mineo",1
"Natalie Wood","Sal Mineo",1
"Alec Guinness","Cecil Parker",1
"Alec Guinness","Herbert Lom",1
"Alec Guinness","Peter Sellers",1
"Cecil Parker","Herbert Lom",1
"Cecil Parker","Peter Sellers",1
"Herbert Lom","Peter Sellers",1
"Audrey Hepburn","Humphrey Bogart",1
"Audrey Hepburn","Walter Hampden",1
"Audrey Hepburn","William Holden",1
"Humphrey Bogart","Walter Hampden",1
"Humphrey Bogart","William Holden",1
"Walter Hampden","William Holden",1
"Barry Fitzgerald","John Wayne",1
"Barry Fitzgerald","Maureen O'Hara",1
"Barry Fitzgerald","Ward Bond",1
"John Wayne","Maureen O'Hara",1
"Maureen O'Hara","Ward Bond",1
"Hugh Marlowe","Michael Rennie",1
"Hugh Marlowe","Patricia Neal",1
"Hugh Marlowe","Sam Jaffe",1
"Michael Rennie","Patricia Neal",1
"Michael Rennie","Sam Jaffe",1
"Patricia Neal","Sam Jaffe",1
"Humphrey Bogart","Katharine Hepburn",1
"Humphrey Bogart","Peter Bull",1
"Humphrey Bogart","Robert Morley",1
"Katharine Hepburn","Peter Bull",1
"Katharine Hepburn","Robert Morley",1
"Peter Bull","Robert Morley",1
"George Macready","Glenn Ford",1
"George Macready","Joseph Calleia",1
"George Macready","Rita Hayworth",1
"Glenn Ford","Joseph Calleia",1
"Glenn Ford","Rita Hayworth",1
"Joseph Calleia","Rita Hayworth",1
"David Hand","Ford Beebe Jr.",1
"David Hand","Norman Ferguson",1
"David Hand","Samuel Armstrong",1
"Ford Beebe Jr.","Norman Ferguson",1
"Ford Beebe Jr.","Samuel Armstrong",1
"Norman Ferguson","Samuel Armstrong",1
"Claude Rains","Gloria Stuart",1
"Claude Rains","Henry Travers",1
"Claude Rains","William Harrigan",1
"Gloria Stuart","Henry Travers",1
"Gloria Stuart","William Harrigan",1
"Henry Travers","William Harrigan",1
"Anne Hathaway","Bill Pullman",1
"Anne Hathaway","Mark Ruffalo",1
"Anne Hathaway","Tim Robbins",1
"Bill Pullman","Mark Ruffalo",1
"Bill Pullman","Tim Robbins",1
"Mark Ruffalo","Tim Robbins",1
"Debra Messing","John Cho",1
"Debra Messing","Joseph Lee",1
"Debra Messing","Michelle La",1
"John Cho","Joseph Lee",1
"John Cho","Michelle La",1
"Joseph Lee","Michelle La",1
"Brad Pitt","Emile Hirsch",1
"Brad Pitt","Leonardo DiCaprio",1
"Brad Pitt","Margot Robbie",1
"Emile Hirsch","Leonardo DiCaprio",1
"Emile Hirsch","Margot Robbie",1
"Aleksey Rozin","Marina Vasileva",1
"Aleksey Rozin","Maryana Spivak",1
"Aleksey Rozin","Matvey Novikov",1
"Marina Vasileva","Maryana Spivak",1
"Marina Vasileva","Matvey Novikov",1
"Maryana Spivak","Matvey Novikov",1
"Bria Vinaite","Brooklynn Prince",1
"Bria Vinaite","Christopher Rivera",1
"Bria Vinaite","Willem Dafoe",1
"Brooklynn Prince","Christopher Rivera",1
"Brooklynn Prince","Willem Dafoe",1
"Christopher Rivera","Willem Dafoe",1
"Brie Larson","Charlie Pye Jr.",1
"Brie Larson","Jamie Foxx",1
"Brie Larson","Michael B. Jordan",1
"Charlie Pye Jr.","Jamie Foxx",1
"Charlie Pye Jr.","Michael B. Jordan",1
"Jamie Foxx","Michael B. Jordan",1
"Chris Evans","Lindsay Duncan",1
"Chris Evans","Mckenna Grace",1
"Chris Evans","Octavia Spencer",1
"Lindsay Duncan","Mckenna Grace",1
"Lindsay Duncan","Octavia Spencer",1
"Mckenna Grace","Octavia Spencer",1
"Ann Owens","Dakota Johnson",1
"Ann Owens","Michael Schwartz",1
"Ann Owens","Zack Gottsagen",1
"Dakota Johnson","Michael Schwartz",1
"Dakota Johnson","Zack Gottsagen",1
"Michael Schwartz","Zack Gottsagen",1
"Burak Yigit","Franz Rogowski",1
"Burak Yigit","Frederick Lau",1
"Burak Yigit","Laia Costa",1
"Franz Rogowski","Frederick Lau",1
"Franz Rogowski","Laia Costa",1
"Frederick Lau","Laia Costa",1
"Doga Zeynep Doguslu","Elit Iscan",1
"Doga Zeynep Doguslu","Günes Sensoy",1
"Doga Zeynep Doguslu","Tugba Sunguroglu",1
"Elit Iscan","Günes Sensoy",1
"Elit Iscan","Tugba Sunguroglu",1
"Günes Sensoy","Tugba Sunguroglu",1
"Chris Pratt","Dave Bautista",1
"Dave Bautista","Vin Diesel",1
"Dave Bautista","Zoe Saldana",1
"Ansel Elgort","Eiza González",1
